ordercode,productcode,quantity,discount
11329,1911,7,0.07
11329,289,9,0.19
11329,1100,2,0.19
11330,1113,6,0.16
11330,1591,1,0.09
11330,1157,10,0.07
11330,723,3,0.13
11330,1572,5,0.03
11330,1836,7,0.07
11330,661,9,0.12
11330,554,4,0.0
11330,580,2,0.06
11330,1662,6,0.15
11331,606,4,0.1
11331,1106,10,0.18
11331,1682,7,0.17
11331,844,6,0.14
11331,1475,1,0.18
11331,1357,3,0.07
11331,1016,6,0.15
11332,939,4,0.17
11333,1839,8,0.1
11333,443,2,0.07
11333,1843,3,0.11
11333,601,7,0.07
11334,415,10,0.03
11334,521,10,0.07
11334,1671,4,0.08
11335,367,5,0.0
11335,1541,1,0.11
11335,1190,5,0.09
11336,764,4,0.06
11336,687,3,0.17
11337,276,3,0.1
11337,1654,7,0.2
11337,283,9,0.01
11337,967,3,0.15
11337,1289,8,0.06
11337,1148,10,0.17
11337,649,4,0.09
11338,136,1,0.08
11338,1152,2,0.05
11338,725,7,0.0
11338,1449,6,0.14
11339,46,6,0.07
11339,569,5,0.16
11340,62,8,0.01
11341,1699,9,0.15
11342,482,1,0.08
11342,1988,6,0.09
11343,65,7,0.16
11343,57,5,0.02
11343,1766,5,0.07
11343,1080,9,0.14
11343,1297,10,0.15
11343,1059,7,0.16
11343,1655,10,0.1
11343,1235,3,0.11
11344,1543,7,0.08
11344,244,2,0.1
11344,646,10,0.03
11344,813,6,0.08
11345,1942,8,0.01
11345,621,1,0.07
11345,1786,6,0.15
11345,58,8,0.1
11345,1147,6,0.05
11345,1982,9,0.06
11345,1031,4,0.13
11345,233,6,0.09
11345,1063,8,0.07
11346,1138,1,0.17
11346,329,9,0.16
11346,851,9,0.02
11346,900,1,0.12
11346,1073,6,0.1
11346,929,1,0.06
11346,273,2,0.08
11347,488,1,0.02
11347,1282,7,0.1
11347,1500,5,0.07
11348,667,4,0.11
11348,1264,6,0.17
11349,1660,7,0.05
11349,424,4,0.17
11349,1197,6,0.17
11349,1839,7,0.06
11349,1192,4,0.01
11350,1614,7,0.07
11350,1478,8,0.12
11350,683,2,0.2
11351,1869,10,0.06
11351,283,1,0.04
11351,661,8,0.05
11351,1923,9,0.08
11351,1080,8,0.05
11351,262,9,0.1
11351,1211,2,0.17
11352,822,9,0.05
11352,1621,5,0.1
11352,458,8,0.08
11352,282,8,0.04
11352,1243,8,0.05
11352,979,1,0.0
11352,909,2,0.11
11352,777,4,0.03
11352,96,3,0.17
11353,586,7,0.09
11353,1438,2,0.19
11353,1549,8,0.16
11353,1386,7,0.01
11353,1089,7,0.09
11353,108,6,0.03
11353,587,4,0.02
11353,483,7,0.12
11353,1627,5,0.07
11354,304,2,0.02
11354,1663,9,0.09
11355,444,9,0.11
11355,761,6,0.07
11355,102,2,0.01
11356,209,10,0.06
11356,427,10,0.01
11356,996,6,0.17
11356,765,8,0.02
11357,592,7,0.18
11357,1638,9,0.1
11358,999,9,0.07
11358,1093,2,0.04
11359,1664,8,0.13
11359,1465,3,0.03
11359,1991,10,0.16
11359,892,10,0.19
11359,1324,3,0.02
11359,762,10,0.01
11359,937,5,0.03
11359,960,3,0.05
11360,1547,7,0.02
11360,469,10,0.15
11360,1559,8,0.09
11360,376,9,0.09
11360,516,3,0.16
11360,387,5,0.11
11361,894,2,0.07
11361,1050,3,0.1
11361,1199,10,0.09
11361,68,5,0.14
11361,340,6,0.07
11362,488,5,0.13
11362,326,1,0.11
11362,1912,5,0.18
11362,1616,2,0.07
11362,1336,9,0.15
11362,1832,7,0.03
11362,459,9,0.11
11362,147,7,0.02
11363,324,4,0.09
11363,1389,7,0.16
11363,545,4,0.02
11363,1118,9,0.09
11364,776,7,0.09
11364,788,3,0.07
11364,1461,8,0.03
11364,1730,2,0.01
11364,1218,10,0.18
11364,269,7,0.15
11364,1042,5,0.01
11364,1126,4,0.08
11365,512,9,0.16
11365,902,10,0.18
11365,227,7,0.03
11365,1111,4,0.13
11365,634,6,0.11
11366,402,4,0.04
11366,1590,5,0.0
11366,170,9,0.12
11366,1788,1,0.13
11367,827,5,0.0
11367,633,9,0.05
11367,559,7,0.09
11368,802,9,0.16
11369,1125,6,0.19
11370,425,5,0.01
11370,251,9,0.2
11370,1638,8,0.14
11370,636,2,0.05
11371,1400,10,0.07
11371,1697,1,0.19
11371,924,6,0.07
11371,1192,1,0.03
11371,34,9,0.02
11371,575,2,0.15
11371,866,4,0.13
11371,549,9,0.01
11371,1807,3,0.14
11372,1903,2,0.05
11372,1816,4,0.16
11372,1204,3,0.06
11372,1409,3,0.1
11372,1539,2,0.18
11372,385,9,0.08
11372,856,6,0.18
11372,598,9,0.11
11372,1235,9,0.04
11373,1643,7,0.08
11373,1221,6,0.03
11373,1046,10,0.15
11373,1657,10,0.19
11373,41,9,0.1
11373,1638,7,0.15
11373,215,5,0.12
11373,1211,10,0.12
11373,1309,8,0.11
11373,1373,5,0.03
11374,1494,6,0.08
11374,111,3,0.03
11374,1663,2,0.05
11375,157,6,0.18
11375,639,1,0.14
11376,1070,10,0.05
11377,770,7,0.08
11377,232,7,0.06
11377,1418,10,0.03
11378,831,4,0.03
11378,570,1,0.19
11378,1070,9,0.04
11378,1615,6,0.15
11378,1319,6,0.11
11379,1231,10,0.16
11379,1066,5,0.05
11379,689,5,0.2
11379,1223,2,0.18
11379,674,3,0.04
11379,1596,1,0.09
11380,23,6,0.1
11380,285,7,0.06
11380,1967,2,0.18
11380,171,3,0.06
11380,1123,7,0.15
11380,455,5,0.11
11380,910,8,0.13
11380,1368,3,0.12
11381,1106,7,0.01
11381,527,4,0.05
11381,1508,6,0.05
11381,1990,1,0.17
11381,587,2,0.19
11381,1721,3,0.18
11381,1074,7,0.06
11382,185,9,0.1
11383,769,5,0.0
11383,236,10,0.17
11383,1474,10,0.14
11383,1196,10,0.06
11383,600,4,0.2
11383,844,10,0.08
11384,1518,9,0.16
11384,719,6,0.15
11384,1998,4,0.05
11384,527,3,0.13
11384,400,4,0.14
11384,518,3,0.19
11384,1451,9,0.15
11384,31,1,0.1
11385,154,6,0.17
11385,485,10,0.05
11386,1601,1,0.16
11386,1809,9,0.03
11386,806,4,0.18
11386,1117,6,0.1
11386,718,6,0.14
11386,1370,3,0.09
11387,633,7,0.08
11387,1377,6,0.05
11387,1414,5,0.09
11387,781,9,0.03
11387,282,10,0.18
11387,1941,1,0.01
11387,502,1,0.08
11388,743,4,0.1
11388,661,8,0.15
11388,1827,3,0.14
11388,31,8,0.08
11388,809,5,0.12
11388,909,4,0.09
11388,469,10,0.13
11388,1876,7,0.02
11388,1957,4,0.02
11389,1941,9,0.11
11389,619,1,0.1
11389,1442,7,0.05
11389,927,5,0.01
11389,371,3,0.09
11390,1701,3,0.01
11390,718,3,0.13
11390,489,10,0.02
11390,760,10,0.01
11390,900,3,0.06
11390,880,3,0.11
11391,689,2,0.13
11391,1519,3,0.1
11391,1004,6,0.07
11391,1,2,0.17
11391,525,5,0.16
11391,1422,9,0.02
11391,46,7,0.03
11392,521,1,0.13
11392,615,5,0.01
11392,1508,7,0.17
11392,222,3,0.06
11392,509,10,0.07
11393,612,5,0.07
11393,752,7,0.18
11393,404,4,0.14
11393,925,4,0.03
11393,241,1,0.16
11393,352,10,0.1
11393,41,9,0.04
11393,491,10,0.13
11393,1064,7,0.2
11394,1855,10,0.05
11394,376,4,0.02
11394,625,8,0.19
11394,100,2,0.09
11394,225,2,0.16
11394,1356,8,0.14
11394,1079,7,0.13
11394,453,5,0.01
11394,996,3,0.1
11395,1824,1,0.1
11395,358,10,0.15
11395,820,5,0.03
11395,1464,3,0.12
11395,234,7,0.04
11396,1794,6,0.09
11396,235,8,0.11
11397,732,9,0.11
11397,1310,6,0.09
11397,1735,10,0.14
11397,1802,6,0.04
11397,1959,1,0.01
11397,465,8,0.18
11397,1200,3,0.14
11397,886,7,0.03
11397,1721,6,0.07
11398,570,5,0.1
11398,847,2,0.07
11398,1174,6,0.01
11398,806,7,0.2
11398,1347,8,0.18
11398,878,10,0.14
11398,912,2,0.14
11398,472,3,0.19
11399,765,9,0.01
11399,646,3,0.13
11399,1460,1,0.02
11399,589,2,0.09
11399,1421,1,0.12
11399,261,3,0.18
11399,1443,2,0.13
11399,1982,8,0.09
11399,1870,5,0.17
11400,433,3,0.19
11400,1796,4,0.15
11400,1608,2,0.18
11400,1460,8,0.08
11401,1159,5,0.18
11401,1195,5,0.09
11401,1551,8,0.1
11402,848,9,0.07
11402,1069,1,0.0
11403,736,7,0.18
11403,1795,10,0.08
11403,1353,7,0.14
11403,1333,9,0.11
11403,384,5,0.11
11404,1686,3,0.01
11404,1000,8,0.04
11404,594,3,0.19
11404,1049,2,0.15
11404,1236,1,0.12
11404,855,3,0.14
11404,668,4,0.04
11404,1487,10,0.19
11404,1172,4,0.12
11404,949,8,0.16
11405,1202,10,0.09
11406,1945,10,0.01
11406,545,3,0.14
11406,1349,2,0.16
11406,1664,10,0.06
11406,166,9,0.18
11406,668,7,0.12
11406,993,9,0.09
11406,854,10,0.19
11406,731,10,0.05
11406,1561,7,0.12
11407,1150,7,0.07
11407,699,2,0.14
11408,1854,2,0.13
11409,222,1,0.1
11409,1209,10,0.03
11409,1069,10,0.14
11409,1106,8,0.13
11410,425,7,0.03
11410,957,4,0.01
11410,808,5,0.09
11410,34,4,0.2
11410,1666,9,0.0
11410,870,3,0.11
11410,1930,8,0.14
11410,1193,6,0.05
11410,1226,4,0.14
11411,1038,2,0.05
11411,51,2,0.06
11411,695,1,0.11
11411,818,7,0.1
11411,1094,5,0.1
11411,819,1,0.13
11412,1053,5,0.14
11412,1833,4,0.11
11412,1711,9,0.02
11412,654,5,0.14
11413,1902,7,0.2
11413,1833,8,0.17
11413,799,8,0.11
11413,502,2,0.06
11413,1518,8,0.08
11414,1984,10,0.03
11414,930,8,0.02
11414,1100,1,0.07
11414,1207,2,0.01
11414,1542,6,0.16
11414,129,6,0.16
11414,846,5,0.11
11414,1484,8,0.1
11415,1088,4,0.2
11415,538,9,0.09
11415,79,6,0.11
11415,34,9,0.13
11415,176,1,0.03
11415,444,5,0.16
11415,1705,9,0.13
11416,675,4,0.18
11416,916,6,0.17
11416,1610,9,0.12
11416,1112,6,0.18
11416,314,6,0.14
11416,753,2,0.15
11416,1085,3,0.11
11416,774,4,0.15
11416,1482,10,0.13
11416,1428,5,0.07
11417,1246,2,0.17
11417,595,1,0.14
11417,1033,9,0.17
11417,1696,1,0.13
11417,1644,10,0.02
11417,1222,6,0.0
11418,835,9,0.18
11418,504,6,0.2
11418,1300,3,0.19
11418,576,2,0.2
11418,768,6,0.04
11418,1059,9,0.17
11418,1870,7,0.01
11418,543,3,0.08
11418,763,1,0.17
11419,1679,3,0.05
11419,703,5,0.01
11419,1132,9,0.1
11420,250,8,0.16
11420,1779,2,0.11
11420,1746,5,0.05
11420,1277,9,0.01
11420,1137,6,0.08
11420,1542,7,0.06
11421,1282,8,0.02
11421,1954,7,0.14
11421,1484,10,0.19
11421,56,6,0.17
11421,296,9,0.1
11421,636,10,0.17
11421,1371,3,0.03
11421,1145,10,0.03
11421,990,1,0.08
11422,379,2,0.11
11422,756,6,0.16
11422,1299,2,0.01
11422,286,5,0.12
11423,60,4,0.15
11423,1128,2,0.11
11423,899,6,0.14
11424,1275,5,0.13
11424,18,9,0.11
11424,32,1,0.09
11424,449,1,0.17
11424,565,10,0.04
11424,96,8,0.17
11424,982,5,0.15
11424,432,3,0.04
11424,505,6,0.09
11425,940,6,0.1
11425,792,6,0.08
11425,1498,5,0.02
11425,1126,2,0.03
11425,53,4,0.1
11425,762,9,0.07
11425,376,6,0.06
11425,59,6,0.16
11425,448,6,0.11
11425,925,8,0.09
11426,1086,1,0.17
11426,1489,4,0.12
11427,1284,7,0.09
11428,1733,3,0.13
11428,1542,5,0.16
11428,681,4,0.02
11428,164,6,0.19
11428,1978,10,0.08
11428,1106,6,0.1
11428,1745,8,0.05
11428,142,4,0.19
11428,1817,8,0.11
11428,751,5,0.16
11429,114,9,0.08
11429,992,5,0.08
11429,1700,7,0.17
11429,827,8,0.16
11429,1199,7,0.09
11429,1404,7,0.19
11429,1251,4,0.11
11429,944,10,0.12
11430,1426,10,0.14
11430,75,2,0.16
11431,525,1,0.09
11432,887,6,0.2
11432,1156,8,0.02
11432,131,10,0.15
11432,1406,2,0.04
11432,1782,6,0.09
11432,148,1,0.02
11433,629,2,0.14
11433,983,2,0.13
11433,797,6,0.16
11433,1879,9,0.1
11434,373,8,0.03
11434,1924,10,0.07
11434,591,10,0.19
11434,418,9,0.15
11435,97,8,0.17
11435,608,6,0.07
11435,1423,10,0.12
11435,1689,7,0.12
11436,612,6,0.17
11436,364,10,0.06
11436,238,10,0.2
11437,897,5,0.2
11437,1701,10,0.11
11437,955,9,0.04
11437,1253,10,0.03
11437,1481,4,0.03
11437,1915,3,0.01
11438,400,5,0.14
11438,341,7,0.16
11438,383,4,0.08
11438,1283,6,0.1
11438,1780,7,0.09
11438,1757,10,0.07
11438,1345,7,0.06
11438,1375,6,0.07
11438,850,1,0.17
11439,1991,8,0.18
11439,743,1,0.16
11439,1428,3,0.18
11439,1392,2,0.19
11439,714,5,0.18
11439,1477,10,0.04
11439,1429,5,0.02
11439,484,10,0.08
11439,1250,7,0.07
11440,709,2,0.04
11440,1138,9,0.02
11440,1530,4,0.0
11440,801,6,0.08
11441,1075,4,0.07
11441,284,3,0.04
11441,591,8,0.18
11441,1276,10,0.12
11441,182,2,0.18
11442,1362,10,0.04
11442,423,6,0.03
11442,378,5,0.15
11442,999,10,0.01
11443,1259,3,0.09
11443,1364,9,0.1
11443,1154,5,0.05
11443,228,4,0.16
11443,1118,4,0.05
11443,1641,8,0.17
11443,924,4,0.0
11444,1414,3,0.14
11444,54,2,0.06
11444,474,5,0.09
11444,1285,7,0.09
11444,305,1,0.06
11444,1864,9,0.04
11444,174,4,0.14
11444,1771,8,0.02
11444,291,1,0.15
11444,1669,6,0.08
11445,411,9,0.17
11445,893,6,0.05
11445,17,3,0.14
11445,863,1,0.13
11446,1844,7,0.14
11446,1891,2,0.11
11446,498,7,0.19
11446,1060,8,0.15
11446,621,6,0.13
11446,939,10,0.1
11446,168,7,0.17
11446,589,8,0.17
11446,726,2,0.05
11447,875,10,0.14
11447,774,1,0.2
11447,1139,2,0.07
11447,135,6,0.03
11448,1568,8,0.04
11449,1633,2,0.0
11449,24,6,0.05
11449,206,7,0.08
11450,1809,4,0.11
11450,1352,9,0.14
11450,1773,2,0.09
11450,72,1,0.06
11450,122,8,0.09
11451,1332,10,0.2
11451,1670,4,0.07
11451,1943,7,0.11
11451,1988,7,0.05
11451,80,6,0.17
11452,571,4,0.01
11452,1582,8,0.16
11453,1333,6,0.03
11453,589,8,0.11
11453,6,4,0.0
11453,194,6,0.11
11453,959,1,0.02
11453,60,10,0.16
11454,522,3,0.06
11454,358,2,0.17
11454,344,3,0.15
11454,712,10,0.18
11454,1954,2,0.04
11454,272,2,0.13
11454,429,7,0.07
11454,1042,7,0.15
11454,1106,9,0.04
11455,1156,2,0.19
11455,597,3,0.05
11455,1949,1,0.13
11455,1842,7,0.1
11455,1361,8,0.17
11455,586,2,0.08
11455,1633,1,0.1
11455,313,4,0.15
11456,1103,6,0.07
11456,1420,4,0.13
11457,1019,8,0.05
11457,349,2,0.14
11457,592,6,0.12
11457,492,1,0.01
11457,187,9,0.01
11457,20,7,0.16
11457,487,10,0.05
11457,1313,5,0.08
11458,73,7,0.16
11458,1836,5,0.12
11458,573,1,0.06
11458,79,8,0.01
11458,1047,2,0.02
11458,1697,9,0.04
11458,1712,2,0.11
11458,638,9,0.17
11459,468,8,0.14
11459,1652,10,0.07
11460,1729,5,0.11
11460,1145,2,0.03
11460,1719,8,0.12
11461,1929,1,0.18
11461,1783,1,0.14
11462,201,1,0.12
11462,778,9,0.15
11462,1634,9,0.19
11463,770,9,0.18
11463,705,10,0.11
11463,1278,8,0.19
11463,622,9,0.19
11463,1046,2,0.06
11463,1864,10,0.07
11463,1462,6,0.13
11463,291,4,0.03
11464,357,7,0.12
11465,655,6,0.13
11466,1385,7,0.19
11466,68,7,0.1
11466,1506,4,0.18
11466,1558,2,0.17
11466,371,1,0.09
11467,14,6,0.02
11468,540,4,0.14
11468,178,5,0.04
11468,621,3,0.02
11468,924,5,0.08
11469,398,8,0.03
11469,1671,3,0.14
11469,1358,2,0.18
11469,513,2,0.13
11470,1646,7,0.08
11470,1699,9,0.07
11471,1044,2,0.02
11471,1065,7,0.1
11471,626,5,0.01
11471,108,4,0.03
11471,1532,4,0.03
11471,961,1,0.16
11471,562,10,0.17
11472,585,4,0.01
11472,1880,7,0.01
11472,951,8,0.1
11472,957,10,0.08
11472,194,5,0.09
11472,374,4,0.1
11472,1601,8,0.19
11472,878,5,0.19
11472,1092,5,0.1
11473,1160,3,0.02
11473,1060,9,0.09
11473,1557,6,0.19
11473,168,1,0.06
11473,150,9,0.15
11473,1321,3,0.05
11473,1921,8,0.11
11473,1740,8,0.08
11474,1193,5,0.16
11474,346,5,0.03
11474,1006,7,0.08
11474,563,5,0.16
11475,1445,7,0.05
11476,1751,4,0.04
11476,40,3,0.04
11476,245,5,0.05
11476,1670,10,0.09
11476,1118,6,0.16
11477,1537,8,0.02
11477,768,9,0.01
11477,1405,3,0.17
11478,531,3,0.19
11478,1725,3,0.07
11478,427,8,0.06
11478,1286,2,0.13
11479,718,9,0.0
11479,1610,9,0.17
11479,223,7,0.03
11479,958,3,0.18
11479,455,2,0.18
11479,41,5,0.15
11479,1658,7,0.07
11479,611,8,0.1
11479,928,10,0.04
11480,1938,7,0.12
11480,447,9,0.11
11480,1876,7,0.19
11480,856,3,0.03
11481,1334,9,0.14
11481,1073,3,0.09
11481,864,4,0.08
11481,161,5,0.02
11481,107,3,0.07
11481,356,8,0.09
11481,1750,4,0.08
11481,1250,4,0.01
11481,1265,1,0.09
11482,957,3,0.01
11482,1297,7,0.08
11482,887,8,0.04
11483,1872,10,0.15
11483,1722,6,0.14
11483,1533,1,0.06
11483,1002,2,0.05
11484,1281,3,0.01
11484,1872,5,0.02
11484,1408,4,0.04
11484,1456,2,0.11
11484,171,4,0.14
11484,1739,5,0.11
11485,1372,8,0.15
11485,418,8,0.01
11485,1429,6,0.14
11485,261,8,0.07
11485,136,3,0.2
11485,898,2,0.12
11486,1207,8,0.15
11486,1626,9,0.08
11487,1561,5,0.04
11487,1544,8,0.18
11487,1032,5,0.01
11487,1622,8,0.17
11488,1876,5,0.12
11488,1708,1,0.18
11488,892,2,0.05
11488,1510,8,0.15
11488,1766,9,0.2
11488,808,9,0.16
11489,1775,7,0.08
11489,1814,8,0.12
11489,1531,3,0.12
11490,255,2,0.01
11490,536,9,0.16
11490,1575,8,0.02
11491,1970,3,0.03
11491,1891,9,0.07
11491,1670,4,0.2
11491,1002,5,0.1
11491,343,1,0.02
11491,1221,4,0.1
11491,378,10,0.0
11492,798,4,0.17
11492,1311,1,0.01
11492,1195,7,0.19
11492,672,7,0.13
11492,1930,8,0.15
11492,833,6,0.19
11492,1551,6,0.13
11492,1442,4,0.07
11492,554,1,0.15
11493,1826,1,0.17
11493,748,9,0.2
11493,1409,10,0.18
11493,173,9,0.03
11493,1162,9,0.07
11493,514,2,0.04
11493,924,5,0.07
11493,314,3,0.12
11494,505,3,0.02
11494,1676,10,0.19
11495,1604,7,0.03
11495,1940,6,0.17
11495,122,6,0.05
11495,1541,1,0.19
11495,1217,10,0.05
11495,552,6,0.1
11495,1584,5,0.15
11496,427,10,0.08
11496,1289,7,0.2
11496,409,10,0.04
11497,186,10,0.02
11497,1089,7,0.1
11497,1803,8,0.08
11497,1766,2,0.13
11497,820,10,0.11
11497,517,6,0.12
11497,1349,10,0.18
11498,912,8,0.1
11498,1136,10,0.18
11498,506,4,0.11
11498,386,3,0.15
11498,1310,10,0.04
11498,494,7,0.08
11499,1460,4,0.02
11499,645,1,0.19
11499,1016,2,0.19
11500,883,2,0.14
11500,971,5,0.17
11500,998,1,0.05
11501,1207,8,0.12
11501,485,8,0.12
11502,625,3,0.18
11503,418,6,0.0
11503,772,3,0.09
11503,1374,4,0.08
11503,877,2,0.05
11503,1605,8,0.0
11503,433,7,0.08
11503,675,8,0.05
11504,483,9,0.16
11504,1816,2,0.02
11504,1846,3,0.16
11505,1962,1,0.03
11505,1060,7,0.01
11505,1576,7,0.15
11505,1831,1,0.1
11505,1385,7,0.07
11505,1812,10,0.09
11505,1787,8,0.16
11505,1882,2,0.09
11506,133,9,0.09
11506,1337,4,0.11
11506,527,9,0.17
11507,592,4,0.11
11507,721,4,0.19
11507,1074,9,0.1
11508,11,3,0.2
11508,793,8,0.0
11508,245,1,0.08
11508,513,8,0.06
11508,358,2,0.14
11508,825,2,0.08
11508,1437,6,0.06
11508,1064,2,0.05
11508,1661,2,0.02
11508,1825,8,0.17
11509,1795,9,0.14
11509,1240,2,0.17
11509,973,1,0.12
11509,73,9,0.09
11509,80,6,0.1
11509,1623,10,0.2
11509,1960,3,0.07
11510,1384,7,0.18
11510,18,4,0.04
11510,730,3,0.05
11510,313,1,0.16
11511,1660,9,0.18
11512,1546,1,0.14
11512,478,1,0.1
11512,855,9,0.03
11512,467,8,0.18
11512,125,7,0.04
11512,1443,9,0.2
11513,316,4,0.14
11514,769,3,0.01
11514,768,3,0.17
11514,1605,5,0.16
11515,350,8,0.14
11515,1273,3,0.12
11515,1661,10,0.09
11515,140,6,0.12
11515,692,5,0.04
11515,1034,2,0.19
11515,1589,2,0.15
11515,144,3,0.14
11516,1947,2,0.03
11516,1074,1,0.19
11516,1042,8,0.12
11516,191,5,0.16
11516,1818,3,0.09
11516,904,6,0.04
11517,85,8,0.18
11517,1175,8,0.15
11517,1001,8,0.05
11517,1293,8,0.14
11517,1577,4,0.01
11517,1435,10,0.16
11517,89,4,0.07
11517,1221,7,0.01
11518,1786,6,0.08
11518,211,7,0.16
11518,873,2,0.09
11518,1332,1,0.16
11518,580,7,0.16
11518,1323,5,0.16
11518,1059,10,0.18
11518,1495,2,0.05
11519,1030,1,0.17
11519,728,5,0.13
11519,1670,9,0.11
11519,243,3,0.16
11519,250,7,0.19
11519,933,6,0.01
11519,596,3,0.16
11519,1575,5,0.08
11519,669,6,0.04
11520,624,9,0.02
11520,908,4,0.13
11520,817,10,0.07
11520,325,5,0.17
11520,902,6,0.09
11520,1732,9,0.12
11520,745,6,0.04
11520,274,5,0.03
11520,643,9,0.14
11520,1434,9,0.16
11521,1372,5,0.03
11521,1996,8,0.05
11521,240,2,0.1
11521,722,3,0.12
11521,268,2,0.1
11521,7,1,0.01
11521,126,6,0.17
11521,278,6,0.05
11521,1971,1,0.12
11522,187,8,0.12
11522,1960,10,0.19
11523,1397,5,0.17
11523,1537,9,0.05
11523,1594,8,0.08
11523,1343,7,0.12
11523,1213,9,0.01
11523,44,6,0.07
11523,1050,5,0.14
11523,243,3,0.12
11524,1871,10,0.11
11524,1769,7,0.02
11524,1739,6,0.18
11524,603,5,0.2
11524,1697,4,0.16
11524,1001,1,0.11
11524,1667,8,0.19
11524,1620,3,0.08
11524,1808,2,0.19
11524,1236,10,0.15
11525,189,7,0.19
11525,570,5,0.03
11525,1134,2,0.06
11526,652,7,0.14
11526,633,3,0.04
11527,1186,3,0.09
11527,1663,7,0.19
11528,1119,8,0.07
11528,748,5,0.09
11528,1526,5,0.13
11528,960,9,0.03
11528,677,3,0.11
11528,236,10,0.16
11528,1111,5,0.04
11528,796,4,0.13
11529,587,2,0.03
11529,1869,7,0.05
11530,1416,1,0.17
11530,1152,1,0.14
11530,525,2,0.14
11530,1850,9,0.13
11530,7,7,0.14
11530,1240,1,0.17
11531,768,2,0.18
11531,1985,3,0.16
11531,1838,2,0.07
11531,1183,3,0.08
11532,1928,4,0.01
11532,1145,9,0.04
11532,652,8,0.15
11532,1615,8,0.1
11532,1063,8,0.02
11532,539,1,0.1
11532,1366,9,0.11
11532,1774,7,0.06
11532,1333,2,0.14
11532,1,3,0.15
11533,1485,7,0.06
11533,93,4,0.19
11534,1498,4,0.06
11534,1992,8,0.17
11534,223,2,0.1
11534,1866,4,0.03
11535,998,8,0.17
11535,45,1,0.01
11536,1455,2,0.09
11537,953,9,0.16
11537,1591,9,0.11
11538,944,5,0.04
11538,69,2,0.07
11538,1223,8,0.13
11538,1820,3,0.19
11538,234,9,0.05
11538,711,3,0.12
11538,1415,6,0.15
11538,1224,6,0.14
11539,810,4,0.08
11539,120,4,0.07
11539,1945,4,0.05
11539,765,4,0.06
11540,1043,8,0.14
11540,1125,5,0.13
11540,317,6,0.19
11540,1822,2,0.06
11540,1089,2,0.06
11540,1361,8,0.16
11540,1000,9,0.06
11540,320,1,0.18
11541,1356,7,0.06
11542,499,2,0.19
11542,1643,8,0.02
11543,1852,4,0.1
11543,783,7,0.2
11543,164,3,0.17
11544,210,8,0.15
11544,1691,3,0.06
11544,80,6,0.11
11544,1988,2,0.01
11544,1845,3,0.1
11545,1772,7,0.14
11545,581,8,0.04
11545,1257,3,0.17
11545,1075,2,0.05
11545,539,5,0.18
11546,650,9,0.2
11546,972,2,0.02
11546,959,6,0.0
11546,540,7,0.06
11546,1390,9,0.14
11546,1466,1,0.07
11546,1405,4,0.16
11547,1856,8,0.18
11547,1275,7,0.15
11547,593,9,0.07
11547,849,9,0.14
11547,1184,10,0.07
11547,1665,2,0.01
11547,770,5,0.11
11548,393,7,0.07
11548,1219,10,0.05
11548,1545,10,0.13
11548,939,4,0.01
11548,1662,8,0.11
11548,721,4,0.08
11548,396,1,0.15
11549,1345,4,0.14
11549,1061,4,0.05
11549,1940,10,0.1
11549,1489,4,0.08
11549,237,2,0.18
11549,313,7,0.07
11550,1736,5,0.0
11550,786,4,0.13
11550,90,7,0.2
11551,621,7,0.06
11551,101,3,0.06
11552,786,5,0.08
11552,251,1,0.02
11552,1582,4,0.06
11553,433,1,0.18
11553,1005,4,0.08
11553,584,9,0.16
11553,880,3,0.13
11553,250,7,0.09
11553,790,10,0.13
11553,1893,3,0.02
11553,69,7,0.17
11553,1153,2,0.06
11554,1797,8,0.16
11554,1676,4,0.06
11554,1098,1,0.08
11554,1294,3,0.05
11554,1998,1,0.16
11554,235,2,0.1
11554,906,2,0.17
11554,725,2,0.12
11554,1226,6,0.2
11555,1831,5,0.03
11555,754,5,0.03
11555,1351,7,0.04
11555,1544,3,0.07
11555,1733,10,0.06
11555,1835,2,0.17
11555,1275,6,0.15
11556,1449,1,0.04
11556,1301,9,0.09
11556,100,9,0.15
11556,1687,1,0.2
11556,496,1,0.06
11556,893,9,0.12
11556,314,3,0.1
11557,398,7,0.07
11558,1041,10,0.1
11558,969,8,0.0
11558,789,8,0.16
11558,722,2,0.05
11558,69,7,0.18
11558,821,3,0.18
11558,1867,10,0.01
11558,677,2,0.15
11559,565,9,0.03
11559,922,8,0.03
11559,328,5,0.01
11559,1285,6,0.03
11559,1664,2,0.14
11560,1189,4,0.12
11560,893,3,0.19
11560,1380,5,0.13
11560,933,9,0.04
11560,1310,2,0.04
11560,1626,6,0.11
11560,1223,1,0.0
11561,408,7,0.1
11561,1354,10,0.13
11561,1365,1,0.02
11561,1954,8,0.08
11561,883,8,0.04
11561,1928,10,0.13
11562,108,4,0.06
11562,123,6,0.03
11562,574,4,0.03
11562,1016,5,0.01
11562,300,1,0.06
11562,1143,5,0.1
11562,1372,2,0.12
11562,479,10,0.0
11562,1195,8,0.09
11563,645,7,0.01
11563,289,5,0.02
11563,1154,5,0.18
11563,1683,3,0.05
11563,1847,5,0.11
11563,1932,5,0.1
11564,1914,7,0.16
11564,544,4,0.03
11564,460,4,0.0
11564,224,8,0.01
11564,1918,7,0.02
11564,406,3,0.08
11564,1735,5,0.13
11564,1303,9,0.08
11564,1586,6,0.06
11564,1770,1,0.17
